date,text,likes,retweets
2019-03-09 21:15:01,Segwit/Core team have killed BTC.  Without utility you can not be a store of value and BTC is useless.  Real #Bitcoin #BSV will however emerge as a legitimate store of value.https://www.newsbtc.com/2019/03/09/precious-metals-firm-drops-crypto-is-the-bitcoin-digital-gold-narrative-in-trouble/ \xe2\x80\xa6,78,21
2019-03-09 21:09:50,GET READY FOR NEXT SPIKE!\nNumber of transactions is coming close to all time high. More transactions = mode adoption. Are you ready ?\n\n#adoption #bitcoin #blockchain #crypto #btc #ltc\n\nhttps://www.blockchain.com/en/charts/n-transactions?timespan=all \xe2\x80\xa6\n\n@APompliano,114,26
2019-03-09 19:27:36,bear div on 4h. #bitcoin $btc pic.twitter.com/Rs39J8mS0G,3,0
2019-03-09 21:26:32,Will Bitcoin\'s 61.8% Fibonacci Fractal Come True Again?\n\n#Blockchain #fintech #defstar5 #crypto #IOT #bigdata #banking #Mpgvip #investing #Trading #Bitcoin #BTC $btc $crypto $BTCUSD #makeyourownlane #cryptocurrency #ICO #Ethereum #Exchange #TokenSalepic.twitter.com/uuH51UM6oY,4,2
2019-03-09 14:50:39,$DIG - Dynocrypt & ArbiPay systems.\n\nScroll down & look at the dates in the trademark filing.\n\nhttps://trademarks.justia.com/877/88/dynocrypt-87788785.html \xe2\x80\xa6\n\n#BTC #Bitcoin #cryptocurrency #crypto #Ethereum #eth #alts #altseason #blockchain #fintech #WealthManagementpic.twitter.com/7JceZCaoSA,16,6
2019-03-09 21:59:01,"Verge (XVG) is still one of the best privacy coins in the world, the future is just as bright as that of Bitcoin.\nhttps://cryptoglobalist.com/2019/03/09/verge-xvg-does-it-really-has-the-potential-to-be-the-real-privacy-coin/ \xe2\x80\xa6\n#xvg #tron #altcoins #btc #ethereum #eth #stellar #xlm #monero #cardano #ada #litecoin #ltc #nem #xem",59,38
2019-03-09 17:56:44,Transforming #Healthcare : #ArtificialIntelligence & #Blockchain \n\nhttps://herbertrsim.com/transforming-healthcare-artificial-intelligence-and-blockchain/ \xe2\x80\xa6\n\n#AI #Robotics #Robots @DentaCoin @DDimitrakiev #Dentistry #ICO #Altcoin #Bitcoin #BTC #Ethereum #ETH #Crypto #CryptoCurrency #Medicine #Surgerypic.twitter.com/IYy7QMJfHN,9,12
2019-03-09 19:31:46,"Congratulations @slushcz, @pavolrusnak, and @AlenaSatoshi on founding @satoshilabs and creating Square and Twitter CEO @jack\'s favorite cryptocurrency hardware wallet (@Trezor)!\n#bitcoin #BTC $BTC #crypto #cryptocurrency #cryptocurrencies #cryptowallethttps://www.cryptoglobe.com/latest/2019/03/twitter-ceo-jack-dorsey-buys-a-trezor-cryptocurrency-hardware-wallet/ \xe2\x80\xa6",8,4
2019-03-09 20:45:17,"Bitcoin Analyst Targets Bull Run to $5K As Crypto Traders Bet on BTC, Ethereum, XRP, Tron and BitTorrent\n\n#Crypto #Bitcoin #BTC $BTC #Ethereum #ETH $XRP #XRP #Tron #TRX #BTThttps://dailyhodl.com/2019/03/09/bitcoin-analyst-targets-bull-run-to-5k-as-crypto-traders-bet-on-btc-ethereum-xrp-tron-and-bittorrent/ \xe2\x80\xa6",11,3
2019-03-09 21:50:02,Around The #Crypto Traps!\n\nhttps://cryptochat.substack.com/p/crypto-news-urgent-alert-update-8de \xe2\x80\xa6\n\n#Crypto #Bitcoin #cryptocurrency #BTC #Litecoin $Btc,11,1
