date,text,likes,retweets
2019-01-10 18:26:45,http://Worldcore.trade  exchange has been added to http://Coingecko.com  exchanges listing. #worldcore #wrc #wrctoken #cryptocurrency #blockchain #bitcoin #btc #ethereum #eth #monero #ripple #xrp #okex #binance #bittrex #upbit #bitz #coinbene #trading,24,13
2019-01-10 12:31:48,New #Wordpress5 #Bitcoin #BTC Plugin version Available. Use your own logo in bitcoin payment form - https://wordpress.org/plugins/gourl-bitcoin-payment-gateway-paid-downloads-membership/ \xe2\x80\xa6,13,19
2019-01-10 21:00:19,Bitcoin #BTC trades on pivot support at 3600 http://bit.ly/2M5ECaf pic.twitter.com/HF2sO4Z2Dv,4,10
2019-01-10 22:22:02,"I want to bring a bitcoin maximalist onto @hiddenforcespod for a hardcore, exploration of the technology, culture, and economic arguments in support of bitcoin. Who should I book?? #BTC #Bitcoin",38,7
2019-01-10 16:37:03,"Price Analysis: Verge (XVG) Races Past Bitcoin (BTC) Equivalence, Crosses $0.007 Resistance https://todaysgazette.com/price-analysis-verge-xvg-races-past-bitcoin-btc-equivalence-crosses-0-007-resistance/ \xe2\x80\xa6 #xvg #verge  holds strong well other #crypto  see red ...",16,8
2019-01-10 16:14:15,#Bitcoin #BTC breaking its bearish channel to the downside. pic.twitter.com/fRexdQBBl8,3,0
2019-01-10 18:56:13,"#XVG $XVG #BTC #crypto #altcoin #CryptoNews #cryptocurrencies \n\nGood News For Bitcoin (BTC), Litecoin (LTC), Ethereum (ETH), Verge (XVG): NetCents Crypto Credit Card Nears Launch https://todaysgazette.com/good-news-for-bitcoin-btc-litecoin-ltc-ethereum-eth-verge-xvg-netcents-crypto-credit-card-nears-launch/ \xe2\x80\xa6 via @Todays_Gazette",59,29
2019-01-10 09:06:34,"$BTC #BITCOIN $ETH\n\nBart Simpson is back!\n\nOn $BTC: lost uptrendline, so the trend reversed. ABC correction wave towards $3,600? \n\nOn $ETH: LL created and bearish divergences confirmed. Small bounce upwards due to this support block, however targeting $120 and maybe $105.pic.twitter.com/b87FjPtgJa",39,7
2019-01-10 19:25:05,This is what we\xe2\x80\x99ve achieved in 4 months without peoples millions at our disposal #usecase #CMC #shares #securities #equities #Blockchain #Exchange #Sto #bitcoin #btc #ripple #xrp #ethereum #eth #bch #xlm #eos #etc #neo #trx #xvg #crypto #tron #sale #bounty #airdrop #btcminingpic.twitter.com/GcQdxy5hSe,71,79
2019-01-10 16:21:21,Savage dumps on Crypto today. Looks like a coordinated attack to take out the Leveraged Longs before the next big pump. \n\n http://BitcoinLootbox.com/  \n\n#Crypto #Cryptocurrency #Bitcoin #BTC #Ethereum #ETH #Ripple #XRP #EOS #Stellar #Litecoin #LTC #Cardano #Monero #TRONpic.twitter.com/N5SG1scAfF,11,6
2019-01-10 18:00:28,A little Nugget from #FDR. #president #quote #nofear #Crypto #Cryptocurrency #Bitcoin #BTC #Ethereum #ETH #Ripple #XRP #EOS #Stellar #Litecoin #LTC #Cardano #Monero #TRON #IOTA #Dash #Tezos #money #success #trading #professionals #wallstreet #consulting #entrepreneur #investorpic.twitter.com/eVK1nDxHk1,4,1
2019-01-10 18:21:34,"A new #masternode project launched, get some free coins by #airdrops and #bounties Join discord https://discord.gg/ynr9uWT  \n#giveaways #contest #win #free #cryptocurrency #crypto #bitcoin #btc #eth #dash",2,0
2019-01-10 17:05:57,"Breaking: Bitwise(@BitwiseInvest) Files for a Bitcoin ETF with the SEC, Plans to list on NYSE Arca https://blockmanity.com/news/bitcoin/bitwise-files-for-a-bitcoin-etf-with-the-sec-plans-to-list-on-nyse-arca/ \xe2\x80\xa6\n#bitwise #Bitcoin #bitcoinetf #BTC #bitcoinnews #Bitcointalk #crypto",9,3
2019-01-10 17:48:48,"Finance Legend Spearheads New Bitcoin ETF, Files With SEC and Expects Launch in 2019\n\n#Crypto #BTC #Bitcoin $BTC\nhttps://dailyhodl.com/2019/01/10/finance-legend-spearheads-new-bitcoin-etf-files-with-sec-expects-launch-in-2019/ \xe2\x80\xa6",7,2
2019-01-10 16:01:55,"Released ""Bitcoin: Untold Stories"" - an interactive microsite recounting the last decade with dozens of stories, videos and audio pieces. \n\nHad a busy last 3-4 weeks hacking it together!\nCheck it out: https://coindesk.com/bitcoin-at-10  \n\n@coindesk #BitcoinAt10 #Bitcoin #crypto #BTC $BTC pic.twitter.com/Gvv9rfK46v",48,24
2019-01-10 17:01:36,#Blockchain & #Bitcoin In different ages!\n\n#FinTech #IoT #SmartCity #startups #APIs #Security @Fisher85M #DataScience #BigData #BTC #infosec #HealthTech #digital #Cybersecurity #cryptocurrency $BTC MT @JacBurns_Comextpic.twitter.com/YRDHj5CMPk,87,81
