date,text,likes,retweets
2019-06-21 23:50:14,"No supply of $BTC to satisfy institutional, wealth fund, family offices etc.  People underestimate the HODL culture.  #bitcoin \n\nOh and next year, mined supply cut in half.  But go ahead, sell yours.",714,125
2019-06-21 23:53:29,"$BTC #Bitcoin we have broken $10,000 - I repeat, we have broken $10,000  https://twitter.com/BigCheds/status/1134129260782915585 \xe2\x80\xa6",342,50
2019-06-21 23:47:55,It was so obvious.\n\n#BTC\n#BTCUSD\n#bitcoin\n\nhttps://t.me/JoesCrypt pic.twitter.com/wK3OeJhR3q,110,11
2019-06-21 23:33:41,"** BREAKING **\n\nBitcoin just hit 10,000 $ \n\nTime for a big cookie ...\n\n#bitcoin #btc #cryptocurrencies #cryptoassets #digitalassets #crypto pic.twitter.com/beTDyh0d2U",186,27
2019-06-21 14:46:01,THIS IS ALL PART OF THE PLAN.\n\nLike if you\'re ready to see BTC above 10K.\n\nRT for good luck.\n\n#Bitcoin / $BTC / $XBTpic.twitter.com/m0oZwBSW7n,64,22
2019-06-21 19:36:38,Insane. \n\n$BTC #BITCOIN pic.twitter.com/l8CLw8lEdH,164,23
2019-06-21 23:34:10,#BTC #Bitcoin reached 10K$  pic.twitter.com/HarAhfjSBb,159,11
2019-06-21 23:44:46,Bitcoin $10k\nTime to spend some profits!\n#bitcoin $BTC pic.twitter.com/N2ded6u20X,22,3
2019-06-21 19:02:29,All #Crypto Enthusiasts right now waiting for 10K @ #Bitcoin #BTC pic.twitter.com/LkO0KOX21N,76,7
2019-06-21 23:52:08,"Bitcoin is $10,000 once again since March \'18 after seeing a low of ~$3,300 in December \'18!\n\nCongrats to all the believers!\n\n$BTC #bitcoin #BTC #blockchain #cryptocurrency #crypto pic.twitter.com/YLDiVtNVcD",199,34
2019-06-21 23:40:52,$BTC $BTCUSD #bitcoin\n\nLe Pamp pic.twitter.com/7wvOaPkwcB,85,15
2019-06-21 19:45:21,Bitcoin\n\nBTC/USDT\n\nAre you ready for 4Month of ranging between 11700$ and 8700$? What you think will Alts do in this time? Would fit perfectly for a EOY Parabolic Run..\n\n#btc #bitcoin #btcusd #altcoins #crypto pic.twitter.com/Mk0LP07Dcl,69,19
2019-06-21 23:49:23,#bitcoin - $BTC\n\n10k - Enjoy it till it lasts\n\n pic.twitter.com/cNKI7OkO6F,55,6
2019-06-21 20:45:01,"Bitcoin Price Records Another Yearly High, Surging Above $9,700\n\n#Bitcoin #BTC $BTC #BitcoinPrice #Crypto\nhttps://u.today/breaking-bitcoin-price-records-another-yearly-high-surging-above-9700 \xe2\x80\xa6",5,4
2019-06-21 16:54:57,If you bought bitcoin\n#bitcoin #btc #invest #roi #crypto #cryptomonnaie #TheCryptomath https://www.instagram.com/p/By-rB4hCKD0/?igshid=8ljdzghl7l3r \xe2\x80\xa6,2,2
2019-06-21 20:49:51,Bitcoin is about to pass $10k and my entire feed is full of bullish XRP news. Bull market confirmed? \n\n#Bitcoin $BTC #Ripple $XRP #XRP #Crypto #Blockchain #Tech #bullrun,31,8
2019-06-21 22:04:21,Bonus Bitcoin - Claim your free Bitcoin!\nCollect at least once a day and build up a loyalty bonus!\nhttp://bonusbitcoin.co/?ref=792D54DE9523 \xe2\x80\xa6\n\n#CoinPot #Moon #retweet #bitcoin #btc #Litecoin $ltc $btc $doge $bch $Dash #bitfun #bonusbitcoin #Crypto #cryptocurrency,3,1
2019-06-21 19:34:43,"- They didn\'t buy at $ 3.2K because: ""It will go to $ 1K""\n\n- They didn\'t buy at $ 5K because: ""It\'s a bull trap""\n\n- They won\'t buy at $ 10K because: ""Waiting for a dip""\n\n- They won\'t buy at $ 20K because: ""Its too expensive""\n\nStop procrastinate , BUY #bitcoin! \n\n#btc #crypto $BTC pic.twitter.com/YJWMX0ldFx",26,12
2019-06-21 23:58:19,We did it Bitcoin hit 10k!!!!!! #Bitcoin #BTC #Crypto #BullMarket #CloudToken #Swingtrading #CEO #Bullish #MotivationMasters#goals #travel #dreams #passion #lifecoach #entrepreneurs #successful #leadership #wolfpack #Bitcoin #Crypto #Ethereum - http://bit.ly/2WUnSXn ,2,1
2019-06-21 23:55:35,So #bitcoin $btc is above 10k lol pic.twitter.com/DFTAi5y1HF,4,1
2019-06-21 23:46:13,Awareness and compensation. Our open source project #Carbonara will bring this. Follow us so you won\xe2\x80\x99t miss the launch! @Marco_Streng #hashrate #CO2 #data #bitcoin $btc $ubthttps://bitcoinmagazine.com/articles/op-ed-why-we-shouldnt-worry-about-crypto-mining-energy-consumption \xe2\x80\xa6,30,7
2019-06-21 21:34:53,"Bitcoin (BTC) To Break Past $10,200 in 24 Hours, Fractal Suggests - Ethereum World News \xe2\x81\xa6@EtherWorldNews\xe2\x81\xa9 #cryptocurrency #btc #bitcoin https://ethereumworldnews.com/bitcoin-break-past-10200-24-hours-fractal/ \xe2\x80\xa6",2,0
2019-06-21 20:32:07,"#Bitcoin $BTC\n\nJust a chart, not much resistance between $10k break and $11.8k\nThe real question is: Will the 2017 normies come back full force upon 5 digits?\n\nComment below  pic.twitter.com/WmR2lQZEsT",14,1
2019-06-21 16:07:39,"When it\'s #Bitcoin season - increase exposure to $BTC, reduce exposure to Altcoins\n\nWhen it\'s #altseason - increase exposure to $ALTS, reduce exposure to BTC\n\nIt\'s Bitcoin season currently\n\nHolding BTC is one of the best things you can do for your portfolio right now",98,8
2019-06-21 18:56:02,How you playing this #crypto bull run?\n\n#bitcoin $BTC $ETH $LTC $BNB $XRP,11,7
2019-06-21 23:32:52,BOOM MOTHERFUCKERS!\n\n#bitcoin $btc pic.twitter.com/lTI3qNk0eG,7,1
2019-06-21 23:19:18,"Finally, no more canned tuna. \n\nThanks #bitcoin BTC \n\n#10kpic.twitter.com/1sYYyeMPbB",6,1
2019-06-21 18:40:54,Thanks Aholes  #bitcoin $btc  pic.twitter.com/5RyAjZmBTZ,7,1
2019-06-21 23:27:16,10 000$! (CME futures)\n#bitcoin $btc $btcusdpic.twitter.com/2Dz3HQqrdV,11,1
2019-06-21 20:10:24,What if.......\n\n#fractals #resistance #crypto #bitcoin \n\n$btc / $usdtpic.twitter.com/HKhFXyAFDn,7,1
2019-06-21 19:34:08,https://lnkd.in/eM5eBAx \nWilliam Shatner\xe2\x80\x99s Crypto Startup Helps You Digitize Precious Items...\n\n#crypto #incomeforlife #payout #investing #fintech #centralbanks #trading #taxes #mobilepayments #blockchain #money #bitcoin #btc #rippl\xe2\x80\xa6https://lnkd.in/eYr7_uc https://lnkd.in/eWJnGeT ,3,1
2019-06-21 19:30:18,"Look what @authpaper did, organized a new #Competition campaign. #AUPC #crypto #cryptocurrency #ico #blockchain #airdrop #altcoin #btc #eth #bitcoin #ethereum #fintech #IEO #launchpad #tokensale #token #altcoin #trading #listing #exchange #murthaburkehttps://twitter.com/authpaper/status/1140900058633658368 \xe2\x80\xa6",99,50
2019-06-21 23:34:02,#Bitcoin $BTC $10k on @coinbase!pic.twitter.com/DouFNeHh53,149,21
2019-06-21 22:48:03,  AIRDROP BITCOIN BLACK \n               ($36 value)! \n           \n$BTC $ETH $LTC $TRX $BTT $XRP\n$BCH $BNB $ICX $ATOM $ADA $NEO $ONE $SNT $OST $POE $XVG $BOLT $TFUEL $MATIC $PHB $FTM $CRYPTO #BITCOIN #BTC #CRYPTOCURRENCY \n\n https://bitcoin.black/#a_aid=5cf6481ff0198 \xe2\x80\xa6,2,0
2019-06-21 23:39:01,IT happend. \n#btc #bitcoin $btc pic.twitter.com/zdZgyZo1la,17,7
2019-06-21 17:30:56,Bitcoin is almost at 10k. That\'s nuts.\n\nThat I think it could go to 100k is nuts^2.\n\n #Bitcoin $btc,4,0
2019-06-21 23:21:22,Bitcoin technical analysis ; market update. - 22.06.2019 -\n\nMy last BTC TA (bitcoin technical analysis) ; market update.\n \nYouTube video :  https://youtu.be/lDs4_Z2Auec \n\nWebsite :\nhttps://torycrypto.wixsite.com/tory-crypto \n \n#Bitcoin\n#BTC\n#Blockchain\n#Crypto\n#trading\n#myvideo\n#video\n#videooftheday,2,0
2019-06-21 22:36:42,Everything you need to know about Facebook\'s new cryptocurrency #Libra and more in this week\'s Market Round Up.\nhttps://buff.ly/2ZF04Iy \n\n#facebook #investvoyager #Bitcoin $BTC,20,5
2019-06-21 20:18:07,"Bitcoin Crosses $9,900 As Crypto Analyst Declares Altcoin Purge Underway\n\n#Bitcoin $BTC #BTC #Crypto #Altcoinshttps://dailyhodl.com/2019/06/21/bitcoin-crosses-9900-as-crypto-analyst-declares-altcoin-purge-underway/ \xe2\x80\xa6",6,1
2019-06-21 23:35:32,"#BTC $BTC > $10,000 - Awesome day to be alive!\n\nWe have survived the bear market!\n\n#xrp $xrp #eth $eth #ltc $ltc #bnb $bnb #bitcoin #crypto #btc $btc",10,3
2019-06-21 20:36:05, I love Bitcoin\n Can\'t stand maximalists\n I\'d rather talk to no-coiners\n\n#crypto #Bitcoin $BTC #alts,18,1
2019-06-21 19:13:52,ANOTHER WINNER TODAY!\n\nWinner: WhenMoon\nWon 0.005 $BTC for $1.25\nUsed 50 Bids to Win it\n\n18hrs Auction# 259\nCoin: #Zcash\nAmount Auctioned: 0.45 $ZEC\n\nhttp://247Bids.com \n\n#247Bids #cryptocurrency #cryptocurrencies #crypto #BTC #Bitcoin #BTC #ZEC #LTC #XVG #LTC #TRX #XRP #Bidspic.twitter.com/Ts2hswFyAl,2,1
2019-06-21 23:47:54,"Bitcoin breaking $10,000  \n#Bitcoin #BTC #Crypto pic.twitter.com/PiKtKNngHf",24,6
2019-06-21 19:48:49,Check out this cute Family \n\n#Bitcoin #BTC #BitBox #BitBox02 #Crypto pic.twitter.com/GFN6bsRLNY,6,1
2019-06-21 23:38:32,10k #bitcoin #BTC \n\nNext is #LitecoinFam #DigiBytepic.twitter.com/LYi785aQhv,12,4
2019-06-21 18:17:27,just a thought for over the weekend cos I\xe2\x80\x99m sad like that Do you think Donald Trump has personally invested in Crypto ???? What do you think. #XRP #XRPcommunity #xrpthestandard #Bitcoin #BTC #Ethereum #ETH #crypto,6,3
2019-06-21 21:27:52,"What better way to #celebrate #PrideMonth than to give away @myriadcoin?! After all, it\'s #ACoinForEveryone! \n\nReply with your #myriadcoin #wallet address below, and I\'ll tip you! #airdrops #airdrop #giveaway #freebies #bounty #bitcoin #btc #airdrophunters #airdropfree #Crypto pic.twitter.com/n3ML03lvtz",30,23
2019-06-21 23:49:23,Longest day of 2019 deserves $10000 #bitcoin #btc,10,4
2019-06-21 21:07:09,"Oh so close. $10K, yes or no?\nSee http://CoinBillboard.com  for more price & #cryptotrading #data\n\n#cryptoexchange #cryptotrader #cryptocurrency #bitcoin #BTC #ETH #XRP #blockchain #BCH #USDT #LTC #BSV #EOS #TRX #XLM #ADA #BNB @talontech1pic.twitter.com/0vVWGQL6u3",4,0
2019-06-21 18:45:39,Bitcoin Live Price 7/24 Live Broadcasting Follow me\n\n--->https://dlive.tv/BitcoinLive \n--->https://www.twitch.tv/livebtc \n--->https://www.youtube.com/watch?v=TAtxLdYvnzI \xe2\x80\xa6\n\n$BTC $ETH $XRP $NEO $TRX $XMR\n#bitcoin #btc #ethereum #dollar #coin #cryptocurrency #blockchain #price,1,0
2019-06-21 23:46:09,We are off to 13k ...resistance waiting to be defeated #bitcoin #btc,4,0
2019-06-21 22:30:56,Bitcoin Core\n\n@Lightning Labs Caught Tracking #Bitcoin Users\n\nhttps://coinspice.io/news/lightning-labs-caught-tracking-users-will-remove-no-tx-data-sent-to-facebook/ \xe2\x80\xa6 #bitcoin #btc #fintech #Blockchain #litecoin #privacy #payment,8,0
2019-06-21 23:44:14,"Breaking News\n\nBitcoin breaks through $10,000 price for the first time in 400 days! \n\n#bitcoin #btc #cryptonews #cryptocurrenciespic.twitter.com/av8cFa42fd",2,0
