date,text,likes,retweets
2019-04-01 13:39:53,#Bitcoin chart. Buyable. $XBT $BTC pic.twitter.com/gE3urIfLJ5,306,69
2019-04-01 14:13:07,What a bullish CEO\n\nSwiss Media Giant Dumps Fiat To Pay Wages in Bitcoin\n\n#XRPcommunity #BTC #crypto https://www.newsbtc.com/2019/04/01/swiss-media-giant-dumps-fiat-to-pay-wages-in-bitcoin/ \xe2\x80\xa6,28,8
2019-04-01 21:30:34,"Crypto is risky\n\nTo me, Bitcoin & Litecoin are the safest plays - - while at the same time offering potential for monumental long term gains\n\nBonus: they are both also extremely useable\n\n#Bitcoin #BTC #Litecoin #LTC",141,18
2019-04-01 19:33:27,The only method to maintain decentralisation of power is to set the protocol and lock it. It must be set in stone.\n\n#btc #bitcoin pic.twitter.com/cGLyIG9XPe,23,6
2019-04-01 18:01:57, The #Bitcoin $BTC halving explained in one minute using layman\'s terms!\n\nWatch this clip on YouTube:  https://www.youtube.com/watch?v=nqk-rU4h6yw \xe2\x80\xa6pic.twitter.com/Sxl013rSkl,5,1
2019-04-01 14:05:54,Hello Korea!  #DENT is now supported by the #Bitberry Mobile Wallet! Download the Wallet here: http://bit.ly/2FBfAwI   Download DENT Android: https://bit.ly/2L4hsiS  #dentcoin #btc #crypto #eSIM #5G #MVNO #bitcoin #GSMA #Blockchain #crypto pic.twitter.com/RlFHVJ5A8w,166,59
2019-04-01 18:53:42,Sunday top 6 Altcoin price. \n#cryptocurrencies #blockchain #cryptocoin #cryptocurrency #bitcoin #btc #crypto #cryptonews #cryptotrading #cryptomining #bitcoinnews #cryptolife #ico #hodl\xe2\x80\xa6 https://www.instagram.com/p/BvuUO9xAUgR/?utm_source=ig_twitter_share&igshid=12eyeq9j30nf1 \xe2\x80\xa6,1,0
2019-04-01 14:06:01, NEWS: Coincheck OTC platform goes live\n\nhttps://t.me/dfid_org/1594 \n\n#Japan #Coincheck #OTC #platform #investor #API #trading #bitcoin #BTC #financial #cryptocurrency,2,0
2019-04-01 14:15:58,My response the crypto-bros who\'ve 180\'d and are now trying to sidle up ask questions nicely. $XBT $BTC #bitcoin pic.twitter.com/fTdiUFcL0r,64,2
2019-04-01 11:47:26,.@tokenpay \n\n MC: $27.93M \n\n Circulating Supply: 15.93M \n\n ATH: $10.88 \n\n Price ATM: $1.75 / $TPAY \n\n#TPAY #Tpaysoldiers #crypto #Bitcoin #TokenPay #cryptocurrency #BTC $BTC #fintechpic.twitter.com/RuTi4DamX7,21,10
