date,text,likes,retweets
2019-11-24 16:19:43,You can only have one: \n1. Free data for a year\n2. 1 Bitcoin\n3. Free Food Forever\n4. 1 BNB every month for one year\n\nRT & Reply 1||2||3||4\n\n#btc #bitcoin #bnb #trx #eth #cryoto #coinvasity #blockchain,208,208
2019-11-24 10:53:59,$BTC #BITCOIN\n\nCan\xe2\x80\x99t wait until extreme greed comes around and the bears are crying. pic.twitter.com/9rMiPjC3MI,161,28
2019-11-24 20:04:30,$100 #Bitcoin #Crypto #Giveaway\n\nFOUR(4) PEOPLE GET $25 IN $BTC \n\nRules:\n\nLike & Retweet\n\nTag 3 friends in comments\n\nTag @mdudas +@TheBlock__ asking them to stop publishing FAKE NEWS and be better journalists \n\nEnds 11/28!!\n\n#SayNoToFakeNewshttps://twitter.com/MustacheTommy/status/1198660287022284802 \xe2\x80\xa6,635,579
2019-11-24 22:51:44,Ammiright? #bitcoin $btc pic.twitter.com/CAsQIuF9r2,86,6
2019-11-24 16:08:37,"#XRP #xrpcommunity #btc #bitcoin #eth #etc #ltc #bch #xlm #vet I recommend this site over @CoinMarketCap any day it\xe2\x80\x99s miles better, gives good indication what\xe2\x80\x99s underpriced and overpriced Like and Retweet lets get this revolution goinghttps://www.coinfairvalue.com/ ",109,51
2019-11-24 21:24:33,"#XRP #xrpcommunity #btc #bitcoin #eth #ltc XRP daily transaction volume hits all-time high, dwarfing Bitcoin and Ethereum https://decrypt.co/11998/xrp-daily-transaction-volume-hits-all-time-high-dwarfing-bitcoin-and-ethereum \xe2\x80\xa6",24,7
2019-11-24 14:29:40,ICYMI: Gimibits Launches Crypto Brokerage For Nigeria #Bitcoin $BTC #Cryptocurrency $Crypto #Nigeriahttps://blocknewsafrica.com/gimibits-cryptocurrency-brokerage-for-nigeria/ \xe2\x80\xa6,4,4
2019-11-24 17:01:21,Apollo Facts\nA dose of Apollo facts you did and didn\'t know!\n\nFact #108 #DEX\n\nhttp://apollocurrency.com/en/wallets \n \nWhat\'s Next? #apollonauts\n \n#apl #bitcoin #btc #cryptocurrency pic.twitter.com/OGyeG2PxT6,91,43
2019-11-24 22:16:31,Bitcoin Cash is Effectively Bitcoin [2019 Edition]\n\nhttp://BitcoinCash.org  \n\n#fintech #BitcoinCash #bitcoin $btc $bchpic.twitter.com/x1Ew9xT08I,29,5
2019-11-24 16:50:26,What coins are you holding?\n\nDrop it in the comments!!\n\n(P.S. cryptoheads understand the older photo below!)\n\n#crypto #bitcoin $btc #altcoins #Binance #hitbtc #kucoin #cryptocurrency #blockchainpic.twitter.com/29WGFqou5B,13,6
2019-11-24 21:21:35,"Not one bullish tweet, anyone on your list bullish? Not saying we go up but surely it can\'t e that easy. #btc #bitcoin $btc",4,1
2019-11-24 11:00:51,"Guys I Am Sick Of The Bullishness In #Crypto This Year! Lets Face It, At This Rate The Next Bull Market Will Arrive When Your Grandkids Have A Child Of Their Own!\n\n#bitcoin #btc #ltc #litecoin #CryptoScampic.twitter.com/dyFyQiDp0q",14,1
2019-11-24 23:16:42,Ethereum 2.0\'s stateless model could enhance security #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold\n\nRead \xe2\x86\x92 https://bitcoin.cartel.click/ethereum-2-0s-stateless-model-could-enhance-security/ \xe2\x80\xa6,3,0
2019-11-24 21:35:12,Bitcoin\'s SegWit Adoption Keeps Rising Slowly https://upload.news/zzymbc  | #Bitcoin #BTC #Ethereum #FinTech #Crypto #Blockchain #Cryptocurrency | @GaryPalmerJr #MintingCoins,1,1
2019-11-24 15:10:03,News: Could all crypto trading be regulated in the next 3 years? http://ow.ly/DFHf50xiJdx  seem to think so\n\n#crypto #cryptotrading #cryptonews #bitcoin #btc #ethereum #eth #ripple #xrp #litecoin #ltc #doge #business #finance #cryptotweetshttp://ow.ly/hcEq50xiJdv ,2,2
