date,text,likes,retweets
2019-09-23 13:59:20,"#XRP #xrpcommunity #btc #bitcoin #eth #ltc no no no banks won\xe2\x80\x99t be using XRP, it\xe2\x80\x99s just a mistype in this hsbc document  https://www.gbm.hsbc.com/-/media/gbm/reports/insights/distributed-ledger-technology.pdf \xe2\x80\xa6",180,34
2019-09-23 18:54:25,"Can we all stop making early conclusions everytime? \n\nSocial media created the need to conclude within a splitsecond. \n\nNot only in crypto, about everything. \n\nAlready seeing people tweet about Bakkt that it\xe2\x80\x99s a failure. Come on. \n\n$BTC #BITCOIN",94,5
2019-09-23 16:05:36,"DMme, \n\nSAFE, SECURE, ANON.\n\nNO PROOF, \nNO TRACKING, \nNO FEAR.\n\n#nude #safe #dmme $dmme #btc $btc #bitcoin #app #encryptedpic.twitter.com/8hFDSkVMlf",20,13
2019-09-23 20:47:19,"While everyone celebrates legacy futures exchanges trading #bitcoin, @BitMEXdotcom quietly traded 270,000 BTC ($2.7 billion) in the past 24 hours. Don\'t underestimate crypto native platforms. In some respects, they are ahead of the game. Liquidity is king! @CryptoHayes",204,34
2019-09-23 21:50:28,"Bakkt is great for further institutional adoption for Bitcoin in long term.\nDon\'t be fooled by the short term dump thinking that it\'ll repeat a CME and go back to $3000.\nIf we ever have the chance to buy at $7,500+, that is the opportunity of a lifetime.\n$BTC #Bitcoin #Halvening",492,61
2019-09-23 22:15:21,Innovative XBTS Exchange Update! \nXBTS Dex for traders and gamers!\nNew Logo & website https://xbts.io/  !!!\nNew Desktop and Web Exchange client is also available! \nWelcome!\n#xbts #bitshares $BTS $CNY $STH #BTC #BlockchainNews #cryptocurrency #gamedev #bitcoin #exchange #dexpic.twitter.com/S2i7CxjUtD,43,43
2019-09-23 21:43:13,"Earn free Even Tokens (Cross-Chain Interaction Network) by doing simple Tasks:\nhttp://bit.ly/Airdrop-Even \n\nEven Tokens can be gained with Tasks in Twitter, Facebook  Instagram and more.\n\n#Airdrop #Even #Cryptocurrency #Crypto #Bitcoin #Btc #free #Money #digital #giveawaypic.twitter.com/KnEOe2PQoI",47,41
2019-09-23 18:57:24,Moving the first Bitcoin Mining Container into its final operating slot at the new LaFayette Georgia location.\n\nLearn more about MGT Capital Investments: https://mgtci.com/ \n\n#bitcoin #btc #bitcoinmining $MGTI #mgti pic.twitter.com/sNnQIKF6t8,46,2
2019-09-23 20:16:05,"Crypto Minute - September 23, 2019 #Crypto #Cryptocurrency #Blockchain #Bitcoin $BTC #OKEx $OKB #Binance $BNB $EOSpic.twitter.com/Kbh4Sdi8m3",3,3
2019-09-23 20:39:11,#Bitcoin $Btc\n\nNothing better than a massive spike after a decline for a shakeout. You gotta love bear traps. Targets are intact. https://twitter.com/vontrades/status/1171761957075992576 \xe2\x80\xa6,3,0
2019-09-23 21:46:19,"Cream [CRM] is listed on @BitParax exchange.\nBitParax is new exchange in crypto ecosystem with no KYC. Feel free to trade CRM. Just open account in 1 min, and you are ready to go.\n#bitcoin #btc #creamcoin #crm #blockchain #exchangepic.twitter.com/y1DFyo5jCs",8,6
2019-09-23 17:07:24,"Shiny, Black & Tight  https://www.teasefun.com/blog/Shiny-Black-Tight- \xe2\x80\xa6 #paypig #findom #bitcoin #btc teasing secretaries",3,1
2019-09-23 15:01:51,"Apollo Facts\nA dose of Apollo facts you did and didn\'t know!\n\nApollo fact #39\nApollo Currency has its own specific financial systems which include, asset, monetary, advanced account controls, Multi-sig...\n\nWhat\'s Next? #apollonauts\n\n#apl #apollocurrency #bitcoin #btc pic.twitter.com/8tU1cNLfit",487,221
2019-09-23 20:44:11,"In addition, the friends that will support our Token will be the same as the first investors of Bitcoin. LEX will drive the future of Earth and save humanity. #crypto #cryptocurrency #bitcoin #btc #altcoins #blockchain #token #electromagneticspectrum #alternativenergy",6,3
2019-09-23 14:43:01,"It\'s understandable, but #bitcoin (btc) is trending towards fear.",3,0
2019-09-23 17:20:44,Awesome #podcast episode interviewing @I_Am_ICT on his story and his trading.\n\nMany in the $crypto space used his methods to develop their trading. \n\nCatch the episode on #apple podcasts and #Spotify \n\n#bitcoin $BTC\n\nhttps://podcasts.apple.com/us/podcast/crypto-secrets-of-the-trade/id1435413006 \xe2\x80\xa6https://open.spotify.com/show/651U0A4NacRwFCDq1V4nJU \xe2\x80\xa6,80,18
2019-09-23 17:18:42,"Join us as we speak with @bitcoinzay about his book ""Bitcoin & Black America"". We will discuss his book & the dynamics of being Black in the cryptospace. ""Blockchain for the culture""\n #bitcoin #btc #cryptos #book #blockchain #cafe #meetup #chicago #southsidepic.twitter.com/ibq8pVH9xB",6,2
2019-09-23 17:36:46,Remember when we paid over 10000 USD for one Bitcoin? \n\nFeels like yesterday.\n\n$BTC | #bitcoin,31,0
2019-09-23 19:49:02,What\xe2\x80\x99s ICE and why it is important for #bitcoin #btc https://www.technologyreview.com/f/614418/the-owner-of-the-new-york-stock-exchange-is-now-in-the-bitcoin-business/?utm_term=Autofeed&utm_campaign=site_visitor.unpaid.engagement&utm_medium=tr_social&utm_source=LinkedIn#Echobox=1569261909 \xe2\x80\xa6,2,0
2019-09-23 22:53:51,"#Bitcoin $BTC has seen plenty of ebbing and flowing in terms of volume over the past month. We saw a peak in volume as the price dipped to $9,880 on 9/19, but that gradually fell off as price descended to $9,700 where it sits at the time of this posting. https://tinyurl.com/y2cpx44m pic.twitter.com/zr3I60YrWs",9,2
2019-09-23 22:53:20,Interesting read RT please. #CultOfCraig #retard #epicfail #crypto #altcoin #bitcoin #btc\n\nhttps://medium.com/@samwill102244/anatomy-of-a-fraud-a-deep-dive-into-one-of-craig-wrights-plagiarized-papers-96bc8624fc12 \xe2\x80\xa6,1,0
2019-09-23 09:07:09,"#xrpcommunity #xrp #btr #bitcoin #btc @AlexCobb_ @digitalassetbuy @BakkupBradley @sentosumosaba @1000bonesXrp @XRPBooboo @XrpCenter @XRPcryptowolf @BitrueOfficial @bensemchee @PattyB09952203 @XRPMichaelB\n\nIf you want to check out Bakkt, what it is doing:\n\nhttps://www.theice.com/products/72035464/Bakkt-Bitcoin-USD-Monthly-Futures-Contract/data?marketId=6137541 \xe2\x80\xa6",17,4
2019-09-23 16:54:38,#bitcoin #BTC #ethereum #eth #litecoin #ltc #Crypto #cryptocurrency\n \nI like http://AIEVE.io  better. Gives me higher rate a month and over 60% a year\n\nNo offense Outlet.https://medium.com/outlet-finance/outlet-beta-release-1-0-a-better-bank-account-built-on-ethereum-abfa4806ccb6 \xe2\x80\xa6,1,0
2019-09-23 11:35:52,Our featured articles for today! Please don\'t forget to subscribe to our daily newsletter at http://fintechnewshub.com/?edition_id=4a808220-ddf6-11e9-8c91-0cc47a0d164b \xe2\x80\xa6 to receive our daily curated #crypto and #blockchain #news.\n\n#bitcoin #btc #ethereum #eth #ripple #xrp #cardano #ada #litecoin #ltc #eos #xlm #trx #dash #iota #xmr,2,0
2019-09-23 20:46:02,Just received my stickers by http://josie.io  \n\nThanks @IrishGirlCrypt1 and @josiebellini \nGreat work #cryptoart \n\n#cryptocurrency #crypto #bitcoin #blockchain $BTC pic.twitter.com/CernIKGJkm,16,4
2019-09-23 22:57:48,"#Fees | You should Not be trading on #Coinbase | they mark up the execution price 0.25%-0.50% versus where it is on Coinbase Pro | Additionally, there is a Very high #fee of >1.5%. On a round-trip #bitcoin $BTC trade you need a ~$350 move just to break even on a $10,000 purchase.",13,1
2019-09-23 20:01:58, Whoa \n SKULL VIII \n Get it here  https://tinyurl.com/y5z8hk4t  \n#Bitcoin $BTC #BTC #Crypto #cryptocurrency #ETH #XRP #LTC #XVG #DGBpic.twitter.com/oxxBXSFjnv,1,0
2019-09-23 20:23:17,This #BTCUSDT  pattern looks like it s repeating it s self.....\n#XRPCommunity \n#crypto\n#bitcoin\n#btc\n#xrpthestandardpic.twitter.com/KyCnvjpWhX,13,2
2019-09-23 23:00:02,"Go back in time on http://btcregistry.com   and see #historical #Bitcoin #btc data inc market cap, #blockchain size and #bitcoins in existence",1,1
2019-09-23 16:10:04,Bet by bitcoin at http://bit.ly/cI0udBet  !\n%100 bonus up to 5 BTC bonus!\n#bitcoin #btc #bonus #bch #btc #bet #betting #betting #eth #ltc #xrp #soccer #tennis #football #nba #nfl #mlb #ucl #uel #uefapic.twitter.com/ddqHHmqelE,1,0
2019-09-23 20:54:30,"Use #cryptocurrencies #bitcoin #BTC #Ethereum #ETH #Monero #XMR, ...? Then you trust peer to peer networks with your money. Trust Rakem for #crypto secure p2p messaging/calling. Rakem for #privacy #encryption. Signup get total #encryption & #privacyhttp://Raketu.com ",3,0
2019-09-23 15:07:40,Understand a little about #PerpetualContracts in our single thread.\n\n#Qume #CryptoExchange #Derivatives #Exchange #CryptoTrading #FuturesTrading #Bitcoin #BTC #PerpetualSwapspic.twitter.com/KJUtPsdKZM,2,2
2019-09-23 23:33:00,This is a bigger deal than people realize!.. and its on sale!!\n\n#fintech #blockchain #bitcoin #BTC #ethereum #ETH #Litecoin #LTC #Bakkt $CVChttps://twitter.com/civickey/status/1176121828554739712 \xe2\x80\xa6,2,0
2019-09-23 23:08:08,Lake Resources targets early 2020 pre-production at Kachi Lithium Brine Project #Bitcoin #Btc #Cryptocurrency #finance #forex #markets #fx $BTC $Gold\n\nRead \xe2\x86\x92 https://bitcoin.cartel.click/lake-resources-targets-early-2020-pre-production-at-kachi-lithium-brine-project/ \xe2\x80\xa6,0,1
2019-09-23 15:35:07,"#Bitcoin $BTC Bulls Glum As #Bakkt Rally Fails, Price Breaks Symmetrical Triangle\n\nRead more:https://cryptodaily.co.uk/2019/09/bitcoin-bulls-glum-as-bakkt-rally-fails-price-breaks-symmetrical-triangle \xe2\x80\xa6",4,0
2019-09-23 10:23:39,"Since April 2019, wash trading among the top-40 cryptocurrency exchanges has been reduced by 35.7%. http://bit.ly/2m4A1wd  @BTI___ #crypto #cryptocurrency #Bitcoin #BTC #trading @krakenfx @Poloniex @coinbase @upbitglobal",1,0
2019-09-23 14:00:48,Enjoy these good reads in #crypto today.\n\n1. https://buff.ly/2mxSy4f \n2. https://buff.ly/2l0TjlU \n3. https://buff.ly/2mww6se \n4. https://buff.ly/2m4IG1A \n5. https://buff.ly/2m52H8c \n\n#cryptocurrency #altcoin #altcoins #bitcoin #BTC #ethereum #eth #altcoinmagazine #trading #portfoliopic.twitter.com/j0Z9Yu27sQ,3,1
2019-09-23 23:55:39,"\nMorning Bitcoin price update: $9688 = 1 BTC \n#morning #bitcoin #btc #crypto #buybitcoin #sellbitcoin #earnbitcoin #blockchain #malaysia #cryptocurrency\n\nBuy, Sell & Earn Free Bitcoin on https://diubtc.com pic.twitter.com/rwgoE2ZvET",1,0
2019-09-23 23:12:09,"Lily Allen turned down 200K in Bitcoins for a gig in 2009 which is worth $1,200,000,000+\n\n http://ElixiumCrypto.com/join/  \n\nClick now to Join the Elixium Trading Group \n\n#Crypto #Cryptocurrency #Bitcoin #BTC #Ethereum #ETH #Ripple #XRP #EOS #Stellarpic.twitter.com/DOqXSU5Lbz",2,1
2019-09-23 23:00:01,"Bitcoin - BTC\nPrice: $9,763.33\nChange in 1h: -0.32%\nMarket cap: $175,284,532,412.00\nRanking: 1\n#Bitcoin #BTC",0,0
2019-09-23 23:35:53,Our featured articles for today! Please don\'t forget to subscribe to our daily newsletter at http://fintechnewshub.com/?edition_id=e0325a50-de5a-11e9-8c91-0cc47a0d164b \xe2\x80\xa6 to receive our daily curated #crypto and #blockchain #news.\n\n#bitcoin #btc #ethereum #eth #ripple #xrp #cardano #ada #litecoin #ltc #eos #xlm #trx #dash #iota #xmr,2,0
2019-09-23 23:10:06,"Bitcoin BTC Current Price:\n$9,739.05\n1 Hour: -0.50 % | 24 Hours: -3.21 % | 7 Days: -5.00 %\n#btc #bitcoin",0,0
2019-09-23 22:59:46,Mr. Ether! Thank You for your purchase. We hope you enjoy your NEW #buybitcoinstamp and we look forward to having you on board to help spread the adoption of Bitcoin & other Cryptocurrencies by stamping as many notes as possible   \xe2\x82\xbf #bitcoin #btc #crypto #cryptocurrency https://twitter.com/Etherhodler/status/1176266713450602496 \xe2\x80\xa6,3,0
2019-09-23 22:15:49,This is a historic day for #Bitcoin #BTC $BTC and #Cryptocurrencies #Crypto #Cryptocurrency alike!\n\nWay to go @Bakkt https://twitter.com/Bakkt/status/1176250435830763521 \xe2\x80\xa6,6,0
2019-09-23 21:50:55,"#HODLing #XRP is a balance between (1) Locking in a pre-regulatory $ before the UTILITY #BullRun, & (2) withstanding #bitcoin #BTC manipulation.\n\nTHE WORLD NEEDS #XRP > #BTC!!!\n1. @SEC_News #XRPnotasecurity, &\n2. @AmericanBankers Association to adopt #DLT + #XRPL\nLIKE & RETWEETpic.twitter.com/yDMlyr4bNn",7,0
2019-09-23 21:36:32,Bitcoin 0.02 BTC | MINING CONTRACT | Crypto Currency | Bitcoin BTC New https://blockmine3rz.com/2019/09/23/bitcoin-0-02-btc-mining-contract-crypto-currency-bitcoin-btc-new/ \xe2\x80\xa6 #bitcoin #crypto #antminer #bitmain,0,0
2019-09-23 21:09:10,Current Bitcoin (BTC) Price: $9756.02 USD   The Bitcoin (BTC) Price a year ago on 2018-09-22: $6712.17 USD   #bitcoin pic.twitter.com/BK9DcIQpOE,0,0
2019-09-23 21:04:32,$KUBO mainnet swap is fast approaching. Be sure to follow @KuboCoin for all updates ans instructions! \n\n#kubo #kubostrong #kudodex #kubolink #crypto #cryptocurrency #cryptotrading #blockchain #bitcoin #btc $btc #ethereum #eth $eth #altcoinhttps://twitter.com/dennisvdakker/status/1176219830543949830 \xe2\x80\xa6,9,3
2019-09-23 21:00:02,"Tomorrow\'s Bitcoin(BTC) forecast is\n        \n\xe2\x96\xb3UP 38% \n\xe2\x96\xbcDOWN 63%\n\n#Bitcoin, #BTC\n\nBitcoin Forecast (iOS)\nhttps://itunes.apple.com/app/id1404198250 \xe2\x80\xa6pic.twitter.com/vEaSR7pFwg",0,0
2019-09-23 20:33:17,"1 Bitcoin ( #BTC )\nDollar: 9802.37$ \n\n1 Bitcoin Cash ( #BCH )\nDollar: 3,03.89$ \n\n1 Ethereum ( #ETH )\nDollar: 205.80$ \n\n1 Ripple ( #XRP )\nDollar: 0.27874$ \n\nDate: 23 Sep 2019 20:33\n\n#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",1,0
2019-09-23 19:46:09,"Pi is a new digital currency being developed by a group of Stanford PhDs. \n\nTo join Pi, follow this link  https://minepi.com/udskam  and use my username   (udskam)  as your invitation code.\n\n#cryptocurrency #bitcoin $BTC #altcoin #altcoins #crypto #cryptocurrencies",1,2
2019-09-23 19:40:49,"Bitcoin is old tech, slow, not ecological with its proof-of-work mechanism and also not scalable to corporate level needs. It\xe2\x80\x99s only a gateway for investors money to flow into the better developed techs in the #crypto space. $XRP $XLM $alts $btc #bitcoin #btc #blockchain #dlt",5,1
2019-09-23 18:55:19,What\xe2\x80\x99s it gonna be??  $btc $btcusd #BTCusdt #bitcoin #btc pic.twitter.com/k1fUoS7ZGP,10,5
