date,text,likes,retweets
2019-10-02 23:48:07,I\'ve seen stranger things happen \n\n$BTC #Bitcoin pic.twitter.com/ayxNTrYC9t,105,13
2019-10-02 12:28:33,#DigiByte : Faster than his shadow!\n\n$DGB #DGB #Bitcoin $BTC #BTC pic.twitter.com/RHWOlFahfb,54,23
2019-10-02 13:01:25,"MGT Capital Investments, Inc. (OTCQB: $MGTI) today provided an operating update to investors. The Company has begun Bitcoin mining at its fully owned and operated facility in LaFayette, GA. \n\nhttps://mgtci.com/mgt-commences-bitcoin-mining-in-lafayette-georgia-facility/ \xe2\x80\xa6\n\n#bitcoin #bitcoinmining #btc #MGTI",35,8
2019-10-02 13:01:44,"Check out our latest blog post! In case you missed it.                                      \n\n""APL Gets Listed on DigiFinex"" \n                    \nhttps://medium.com/@apollocurrency/apl-gets-listed-on-digifinex-ce86565a65da \xe2\x80\xa6\n\n#apl #bitcoin #cryptocurrency #btc #blockchain #crypto #NationalCurrency",127,50
2019-10-02 21:15:47,"To win 1000 $TRX coins you MUST:\n\nLike & Retweet\nFollow @CoinGuru247\nTag 3 Friends\n\n1 random winner, Giveaway ends Oct 7 2019\n\nGood Luck! \n\n#TRON #TRX #giveaway #crypto #cryptocurrency #Airdrop #Airdrops #bountyhunters #HODL #bitcoin $BTC #airdrophunters #satoshi #ETH",295,286
2019-10-02 16:40:41,Join #Exor for a chance to win 15K coins #giveaway Follow + Retweet + join Telegram channel http://t.me/ExorOfficialSupport \xe2\x80\xa6 the winners will be announced on October 15th #Crypto #cryptocurrency #Altcoins #Bitcoin #blockchain #BTC #Libra #trading #stex #Masternodes #invest #cryptotradingpic.twitter.com/nZbUsy3A21,10,13
2019-10-02 19:11:45,Bitcoin Just Did Something It Has NEVER Done In History!\n\nCLICK HERE: https://youtu.be/OfG0L4Oefyk  \n\nEnjoy  #bitcoin #btc #crypto,51,11
2019-10-02 20:20:19,BITCOIN (BTC/USD)\n\nMost realistic scenario:\n\n1. Bitcoin will never go below 5.8k again \n2. Max. Price until end of 2020 = 14k\n3. Next ATH will be around 100-110k in Nov/Dec 2021\n4. Correction should put us around 30-40k\n\n@moonshilla whats up BigBrotha?\n\n#bitcoin #btc #btcusdpic.twitter.com/hsZW9SZuQG,125,38
2019-10-02 13:48:20,Bitcoin experienced a -45% retrace prior to Halving 1\n\n$BTC is currently experiencing a -44% retrace prior to Halving 3\n\nThis latest #Bitcoin retrace isn\'t out of the ordinary\n\n#Crypto pic.twitter.com/60BHyxyZkO,101,22
2019-10-02 12:38:56,"#Bitcoin (BTC) To $90,000 in 2020 Forecasts German Bank Report - $BTC https://en.ethereumworldnews.com/bitcoin-to-90000-2020-forecast-german-bank/ \xe2\x80\xa6",8,0
2019-10-02 23:16:40,"#LightningNetwork \n\nhttp://1ML.com  observed:\n10,038 nodes (5,950 with active channels)\n35,260 channels\n813.386 BTC capacity ($6,796,178)\n\nmedian node capacity: 0.004 BTC ($37.27)\n\npast 24h:\n+7 nodes +157 channels -2.976 BTC ($-24,864)\n\n#Lightning #LN #bitcoin $BTC",18,5
2019-10-02 14:19:13,"#CryptoDaily video interview Richard Ells from #Electroneum in this awesome discussion of the project, the phases of the vision and where #ETN is headed. Check it out!\n\nhttps://cryptodaily.co.uk/2019/10/crypto-wars-and-asteroid-mining-ceo-of-electroneum-richard-ells-speaks-his-mind \xe2\x80\xa6\n\n#Crypto #altcoin #altcoinnews #news #cryptocurrency #fintech #unbanked #btc #bitcoin",41,13
2019-10-02 17:54:14,#XRP #XRPcommunity #eth #ltc #btc #bitcoin this picture will get bigger as more banks join the moneygram ripple network  https://twitter.com/w0rdism/status/1179383643359318016 \xe2\x80\xa6pic.twitter.com/lr26gz9sp2,38,10
