date,text,likes,retweets
2019-11-18 17:17:50,$BTC #BITCOIN #CRYPTO\n\nStill loving this GIF as it\'s pretty much accurate for a ton of altcoins haha. pic.twitter.com/3u9c6UxSC5,203,41
2019-11-18 19:00:58,Falling wedge break down on LTF - HTF channel still intact\n\nNotice where price bounced? I\'ve had that purple line drawn there since Sept 25 \n\n$BTC #Bitcoin pic.twitter.com/6FChYcrHHh,107,16
2019-11-18 18:37:08,The market is overreacting on something that shouldn\'t have been taken serious to begin with.\n\nYou can\'t trust statements coming from China. They change their mind a lot. It\'s all vague. They manipulate. \n\nIgnore China. Been saying this since 2014.\n\nThank you.\n\n$BTC | #bitcoin,62,9
2019-11-18 17:14:05,"Check out our latest blog post! In case you missed it.                                      \n\n""Limited Currency Supply Matters"" \n                    \nhttps://medium.com/@apollocurrency/limited-currency-supply-matters-b20e080bbabe \xe2\x80\xa6\n\n#apl #bitcoin #cryptocurrency #btc #blockchain #crypto #CurrencySupply",118,55
2019-11-18 22:11:27,"So my $BTC are not going to go to me. I\xe2\x80\x99ll keep my bitcoin \xe2\x80\x94 the bitcoin I created, the #bitcoin I still work on. But the BTC, the whatever forks \xe2\x80\x94 I don\xe2\x80\x99t really care \xe2\x80\x94 in 2020 I\xe2\x80\x99m going to give them away... Dr Craig Wright (Satoshi Nakamoto) #BitcoinSV $BSV #BSV pic.twitter.com/LwYEg68erh",60,18
2019-11-18 19:42:15,#XRP #xrpcommunity #btc #bitcoin #eth #ltc well that\xe2\x80\x99s their crypto blocked and people say you can\xe2\x80\x99t stop bitcoin = Wrong !!!!!! https://twitter.com/GBNReports/status/1195810833093320705 \xe2\x80\xa6,49,14
2019-11-18 17:07:48,Vision Update 2019.11.15\n\nOur Vision Updates are designed to keep you up to speed on what\'s happening with Apollo each week.\n\nCome take a closer look:\nhttps://medium.com/@apollocurrency/vision-update-2019-11-15-c8b63c3546ad \xe2\x80\xa6\n\n#apl #bitcoin #cryptocurrency #btc #VisionUpdatepic.twitter.com/yyoIm2Q9EY,98,56
2019-11-18 15:26:53,Coffee anyone while we wait for and anticipate the Bitcoin halving event in May 2020? :)\n\n#Bitcoin $BTC\n#CupAndHandle\n#technicalAnalysis\n#WeeklyChart\n#BuyTheRumorSellTheNewspic.twitter.com/Ujy9TDUU7s,23,10
2019-11-18 21:55:38,"Over 600,000,000 transactions mined on the #Bitcoin #BSV STN in one week! Over 918 tps. \nBitcoin scales! \n#BTC #ETH #Crypto #Hodlers start paying attention because nothing matters except Bitcoin. \nEverything will run on Bitcoin. \n#BSV is #Bitcoin\n2020 is coming, tick tock! pic.twitter.com/9DRz7F86L5",23,6
2019-11-18 21:34:49,"With Stellar and #MobiePay, you can have the best of both worlds.\n\n#Mobie #MobieX #MobieCoin #XLM #MobieWallet #crypto #cryptocurrency #altcoin #bitcoin #btc #blockchain #eth #ethereum #finance pic.twitter.com/A5LqvN6490",7,3
2019-11-18 15:01:11,Apollo Facts\nA dose of Apollo facts you did and didn\'t know!\n\nApollo fact #101 #Ark\n\nDiscover more about Apollo\'s future plans here:\nhttp://medium.com/@apollocurrency/read-apollo-2020-vision-695024a105ce \xe2\x80\xa6\n\nWhat\'s Next? #apollonauts\n\n#apl #bitcoin #btc #cryptocurrency pic.twitter.com/cxUBmFt4Y4,82,52
2019-11-18 19:46:27,"The top-voted blockchain topics at our World Crypto Conference ""Unconference."" Colored dots represent votes, letting you see at a glance what people want to discuss.\n\n#Unconference #blockchain #crypto #wcc2019 #bitcoin #btc #dlt #xrp #ltc #Ethereum #ethpic.twitter.com/8yrIElhS5T",13,5
2019-11-18 23:00:16,"#MurthaBurke #Cryptoclarifications!  @thecollectivego \nBITCOIN IS UNSTOPPABLE, SENDING MESSAGE TO THE BANKS \nhttps://buff.ly/2NT9Q6S  \n#crypto #btc #bitcoin #blockchain #eth #ethereum #cryptocurrency #altcoin #fintech #ico #ieo",102,94
2019-11-18 19:32:13,"Check out our new Technical Analysis segment with @CKA_Jimbo!\n\n#Bitcoin $BTC, #Enjin $ENJ, #Cardano $ADA \n\nWatch -https://youtu.be/MXS_kA_vWFc ",16,5
2019-11-18 16:08:30, Retro Gamer T-Shirt \nTake 25% OFF with code WHALE25\nhttps://tinyurl.com/y2ognzpp  \n#Bitcoin $BTC #BTC #Crypto #cryptocurrency #ETH #XRP #LTC #XVGpic.twitter.com/OGDFQ9Ocz7,2,0
2019-11-18 19:01:49,\xe2\x82\xbf  Ripple Adds New Client in Vietnam l bitcoin: https://www.youtube.com/watch?v=Dp-SkSIJKek \xe2\x80\xa6\n\n#bitcoin $btc #bitcoinnews #bitcoinnewstoday #cryptonews #cryptonewstoday #cryptocurrency #cryptocurrencynews #cryptocurrencynewstoday #VeChain,2,2
2019-11-18 14:00:09,is BTC (the dragon) giving us some fire ??\n#btc #bitcoin $btc #xrp $xrp #ripplepic.twitter.com/ldNZY198zG,3,2
