date,text,likes,retweets
2019-10-12 09:41:56,Adding More #MATICBTC\n\nShort Term Idea\n\n173-176 Entry\n230-236 Target\nClose if price breaks below 200 EMA H1\n\nLow Risk \n\n$MATIC $BTC #Bitcoin\n\nCheck the Chart for Levels & Targets Analysis\nhttps://www.tradingview.com/chart/MATICBTC/ouUPvtmH-Adding-More-MATICBTC/ \xe2\x80\xa6,257,52
2019-10-12 19:24:23,"Holding through a bearmarket was hard to do? At some point you accept your losses and just let it go by.\n\nBut holding through a bullmarket is even harder, seeing everything increase, not knowing when to sell.\n\nLearn, improve during these times, so you\'re ready.\n\n$BTC #BITCOIN",210,17
2019-10-12 20:45:38,"#Bitcoin #Giveaway $100 $BTC on Monday if I reach 1,000 followers. \n\n Follow Me.\n Retweet.\n Tag 5 of your friends.\n\nSpread the word help me reach 1,000 followers. \n\n#800CryptoClub #800ccs #800cc\n#IndiaWantsCrypto #crypto #cryptocurrencies #tron #CryptoGiveaway",127,128
2019-10-12 21:42:35,Bitcoin vs Cash Crypto Commercial.  #BTC @APompliano @ndaxiopic.twitter.com/2BqWjcHyJm,67,17
2019-10-12 12:57:47,The natural behavior of society. #bitcoin #btc pic.twitter.com/G8fy7ZYdNH,8,4
2019-10-12 21:47:21,"If you invested $1000 5 years ago:\n\n- #Facebook $2,230 (132%)\n- #Amazon $5,515 (451%)\n- #Netflix $5,961 (496%)\n- #Bitcoin $21,275 (2027%)\n\n$BTC is the best performing asset of the last decade",105,33
2019-10-12 17:48:25,Just In: 10 Years Since The First Bitcoin Transaction: 5050 BTC For $5\n\n#Bitcoin #cryptocurrency #crypto $BTC #cryptonewshttps://cryptopotato.com/10-years-since-the-first-bitcoin-transaction-5050-btc-for-5/ \xe2\x80\xa6,11,7
2019-10-12 15:21:49,Cryptocurrency Bull Market Progress:\n\n\xe2\x96\x93\xe2\x96\x93\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91\xe2\x96\x91 18.4%\n\n$BTC #Bitcoin #Crypto,85,7
2019-10-12 17:21:44,$D @denariuscoin Massive http://fortunastakehosting.com  server upgrade is now complete.\n-New upgrade allows for 10-20x the capacity than before which allows growth for future development\n-6KVA UPS and Generator backup to ensure there is no power loss\n\n$BTC #Bitcoin #Cryptocurrency $altspic.twitter.com/cMzi1j1TRV,23,12
2019-10-12 17:24:56,Happy Saturday \n#bitcoin #crypto $btc \nBanks are not our friends pic.twitter.com/5tUSVqMyK7,15,6
2019-10-12 18:49:57,Just shot this in Brooklyn.\n#btcmoon #bitcoin $btc pic.twitter.com/aSATbcMVpm,5,1
2019-10-12 10:24:31,"#bitcoin - $BTC\n\nBulls are on life support \n\n*My* bullish bias is telling me this could be a textbook breakout:\n\n1. break\n2. retest\n3. bounce ( or die )\n\nAs any price action below the resistance of channel ""now support"" would invalidate any bullish bias of this trade pic.twitter.com/ft4ILbdxC4",31,2
2019-10-12 20:29:17,"Decentralized #Finance, known as #DeFi, has been making waves in the #crypto industry, is it a Buzzword or a Game-Changer to the existing #financial system?\n\nhttps://qoo.ly/zz85dt \n\n#Mobie #MobieX #MobiePay #MobieCoin #MBX #XLM #MobieWallet #crypto #altcoin #bitcoin #btc #eth",5,1
2019-10-12 16:19:27,"Went to a bar that only takes cash last night, so had to get some out.\n\nDidn\'t stay long, so I upgraded the currency today.\n\nUse #Bitcoin\n\n$BTC pic.twitter.com/biWMRoq7WO",13,0
2019-10-12 15:15:11,"Check out our latest blog post! In case you missed it.                                      \n\n""Contradictory Regulations? Expect More"" \n                    \nhttps://medium.com/@apollocurrency/contradictory-regulations-expect-more-of-them-18b69717072e \xe2\x80\xa6\n\n#apl #bitcoin #cryptocurrency #btc #blockchain #crypto #regulation",69,29
2019-10-12 14:32:01,Another #Altcoin #CryptoBreakout with $NKN #NKN \n\nWith a Volume Gain of 2398% the @DigiLitMobileApp  sent out #VolumeAlerts as soon as the buys poured in.  \n\n#CryptoCurrency Trading #Bitcoin $BTC & #Altcoins #MadeEasy ! pic.twitter.com/o4BbtrjYF7,4,4
