date,text,likes,retweets
2019-09-10 16:25:31,Cryptocurrency trading be like\n\n#BTC #Bitcoin pic.twitter.com/UIC53yH9lp,719,151
2019-09-10 11:06:03,"Ever wonder why eToro and their greatest #Bitcoin shill, Mati Greenspan, always hate on #XRP? \n\nBecause China #CCP Controlled #BTC is ALSO a major investor in their company. \n\nChina buys media, shills their agenda. \n\nHodl #XRP!! \n\nXRPatriots Know!! pic.twitter.com/yc9PGl6bAh",125,25
2019-09-10 17:40:18,"If #Bitcoin rallies just like it did in its previous two Halvings...\n\nBitcoin\'s price will be $385,000 - $425,000\n\nA $385,000 $BTC would mean that BTC\'s Market Cap (i.e $189 billion) will have eclipsed the Market Cap of Gold (i.e $7.8 trillion)\n\nhttps://medium.com/swlh/bitcoin-halving-everything-you-need-to-know-4573dc5b528e \xe2\x80\xa6\n\n#Crypto",152,50
2019-09-10 20:41:08,#BTC #Bitcoin #CryptoNews #cryptotrading #cryptocurrencies #LTC #DOGE #ETH #Fintech @YobitExchange \n\n$YO YoToken is listed at https://www.unnamed.exchange \n\njoin our Discord https://discord.gg/phaRuY9 \n\nBTC http://www.unnamed.exchange/Exchange/Basic?market=YO_BTC \xe2\x80\xa6\nLTC http://www.unnamed.exchange/Exchange/Basic?market=YO_LTC \xe2\x80\xa6\nDOGE http://www.unnamed.exchange/Exchange/Basic?market=YO_DOGE \xe2\x80\xa6pic.twitter.com/0QDnlivaZa,22,22
2019-09-10 19:11:03,Just buyin\' the dip with $USDT using an #atomicswap on the #LiquidNetwork over Tor while listening to surf rock. No big deal.  $btc #bitcoin pic.twitter.com/0T93dbI7vR,230,57
2019-09-10 21:51:22,I would like share the pattern which would explain the price movement.\n\n- the blue arrow show the price movement\n- the Orange pointer shows the rejection levels\n- the Green pointer shows the support levels (the right arm is likely to get complete $9750 on Coinbase)\n\n#bitcoin $BTC pic.twitter.com/AZK47IHLGM,15,2
2019-09-10 12:56:14,"\xe2\x80\x9cIf you look at the invention of the airplane, you don\xe2\x80\x99t see any airplanes that look like the Wright brother\xe2\x80\x99s airplane (...) but the airplane has its place in history museums.\xe2\x80\x9d Will BTC go in that direction? \n\xe2\x81\xa6@el33th4xor\xe2\x81\xa9 \n#bitcoin #blockchain #btc https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewPodcast?id=1347545401&i=1000448479760 \xe2\x80\xa6",18,9
2019-09-10 23:25:53,"#LightningNetwork \n\nhttp://1ML.com  observed:\n9,852 nodes (5,980 with active channels)\n36,464 channels\n835.927 BTC capacity ($8,406,200)\n\nmedian node capacity: 0.005 BTC ($46.73)\n\npast 24h:\n+16 nodes +122 channels -8.562 BTC ($-86,103)\n\n#Lightning #LN #bitcoin $BTC",24,4
2019-09-10 21:08:01,What are some advantages of #Cryptocurrency? [Infographic]\n\n#CyberSecurity #blockchain #Crypto #btc #bitcoin #smartcontracts #fintech #ETH #DLT #security @JacBurns_Comext via @Blockgkspic.twitter.com/Qnq4npI6yR,27,25
2019-09-10 21:06:00,Teenage Bitcoin Millionaire Claims That Crypto Is Taking Over Everything You\'ve Ever Known\n\n#Bitcoin #BTC $BTC #Crypto @erikfinmanhttps://news.u.today/news/teenage-bitcoin-millionaire-claims-that-crypto-is-taking-over-everything-youve-ever-known \xe2\x80\xa6,18,8
