date,text,likes,retweets
2019-08-17 20:26:50,Many weekly altcoins their MACD at this point. \n\n$BTC #BITCOIN #CRYPTO pic.twitter.com/Hk0JwLE9YV,950,196
2019-08-17 12:54:40,and another giveaway\n\n #Bitcoin #Crypto #Giveaway \n\nTWO PEOPLE GET .001 $BTC EACH\n\nEasy Rules:\n\nLike & Retweet \n\nFollow \n@Trust_Dice\n\nComment #TXTIEO & Tag 3 Friends\n\nRandom Winners- 4 days\nGood Luck Everyone\n\n#Cryptocurrency #Blockchain #BTC #IEO #Freepic.twitter.com/8MYVleil4C,144,129
2019-08-17 20:33:12,"You can now auto trade our signals, watch the following video for details\n\nSee our past results here- http://bit.ly/2LZbi85 \n\nSign up here- https://premium.cryptowolfpack.com/ \n\n#blockchain #crypto #cryptocurrency #bitcoin #ethereum #ripple #litecoin #LTC #ETH #NEO #forex #xrp #xbt #btc pic.twitter.com/D8kK1ypTtn",107,85
2019-08-17 17:28:54,"$BTC #BITCOIN\n\nNot breaking $10,600 area (heavy resistance zone & 0.618 fib level) feels like a bearish retest and continuation to the downside. \n\nNeeds to break that area for bullish perspectives. \n\nDominance showing bearish divergences (just as the previous cycles). pic.twitter.com/OrPBEb18XN",59,6
2019-08-17 14:30:28,Apollo Facts\nA daily dose of Apollo facts you did and didn\'t know!\n\nApollo fact #56\nThe Apollo website is available in 12 different languages. \n\nWhat\'s Next? #apollonauts\n\n#apl #apollocurrency #bitcoin #cryptocurrency #btc #blockchainpic.twitter.com/IQ3xBAkA0i,96,44
2019-08-17 21:45:36,#BITCOIN #GIVEAWAY \n\nWE ARE GIVING AWAY $100 OF BTC ON 27TH OF AUG\n\nTO ENTER:\nFOLLOW US\nLIKE AND RETWEET THIS TWEET & TAG 3 FRIENDS \n\n#blockchain #crypto #cryptocurrency #ethereum #ripple #LTC #ETH #NEO #forex #xrp #xbt #btc #free #trading #news pic.twitter.com/1DiYd7dHQs,197,167
2019-08-17 07:11:56,Corruption on #CoinMarketCap and #Top #Exchanges?? DYOR and YOU be the Judge!!! Video\n\n#Blockchain #Daps #BlockchainNews #blockchaintechnology #Btc #Bitcoin #Ethereum #Xrp #Cryptocurrency #Markets #Crypto #news #Breakingnews \n#Exchanges #Binance #Coinbase #Scam #Scammers #Ethhttps://twitter.com/AdeldMeyer/status/1162601920155938816 \xe2\x80\xa6,37,11
2019-08-17 22:30:06,Tune in and subscribe to The Bitcoin SV Channel\n\n- Latest Bitcoin news\n- Interviews & More\n- Bitcoin technology & dev focus\n- How Blockchain will revolutionise Business & the World!\n\nhttps://www.youtube.com/c/BitcoinSVCryptoChannel \xe2\x80\xa6\n\n#Bitcoin #BTC #Bch #eth #crypto #blockchainpic.twitter.com/RQW6RPcmEa,23,9
2019-08-17 23:33:34,"#LightningNetwork \n\nhttp://1ML.com  observed:\n9,589 nodes (4,606 with active channels)\n31,600 channels\n834.762 BTC capacity ($8,514,484)\n\nmedian node capacity: 0.009 BTC ($91.21)\n\npast 24h:\n+18 nodes +123 channels +1.882 BTC ($19,196)\n\n#Lightning #LN #bitcoin $BTC",42,7
2019-08-17 23:56:30,"Join #Exor and get a chance to win 15,000 Exor Coins #giveaway Follow + Retweet + join Telegram channel http://t.me/ExorOfficialSupport \xe2\x80\xa6 the winner will be announced on September 15th #cryptocurrency #Crypto #Altcoins #bitcoin #blockchain #digitalassets #LTC #BTC #Masternodes #Libra #ETHpic.twitter.com/ScO0uvBp71",55,59
