date,text,likes,retweets
2019-10-31 17:59:22,"On 31 October 2008, Satoshi Nakamoto published the #Bitcoin Whitepaper.\n\nHappy Anniversary $BTC!\n\nHow has Bitcoin changed your life? pic.twitter.com/KxdEAsVU2N",155,38
2019-10-31 13:41:34,"How many coin logos do you see in the image?\n\nClue - https://www.delta.exchange/app/markets \n\nTo Participate: Post your answer, Follow, RT & Tag 3 Friends!\n\n$60 in prizes - $20 #BTC for 3 lucky winners each. \n\nQuiz ends on 3rd Nov, 2019.\n\n#halloween2019 #cryptocurrency #bitcoin #altcoins #crypto pic.twitter.com/VtUmkOYrgp",235,220
2019-10-31 14:10:44,"It\'s a surprise that so many people are bearish after one of the biggest daily moves of Bitcoin ever, +44%.\n\n$BTC #BITCOIN",312,13
2019-10-31 22:31:46,LIST: Top 15 Ways To Buy Bitcoin In Nigeria  #Bitcoin #Cryptocurrency $BTC $Crypto #Nigeria \n\nhttps://blocknewsafrica.com/buy-bitcoin-in-nigeria/ \xe2\x80\xa6pic.twitter.com/GSRmYLlIKw,14,11
2019-10-31 12:21:14,Happy Birthday #Bitcoin! Long #BTC!  11 Years ago Satoshi Nakamoto published the Bitcoin whitepaper. We still don\xe2\x80\x99t know the Satoshi #identity but we are certain that he has been enjoying. Thank you #SatoshiMachine ,130,43
2019-10-31 16:50:02,Bitcoin Cash Meetup  in Bangalore... 1st November!!\nhttps://www.meetup.com/Bitcoin-Technology-Lovers/events/bhfzhqyzpbcb/ \xe2\x80\xa6\n#bangalore #cryptocurrency #meetup #meetups #CryptoFever #BitcoinCash #BCH #Bitcoin #BTC #Blockchain #eth #ethereumpic.twitter.com/avkN2R3PH0,15,5
2019-10-31 18:45:21,Happy 11th to #bitcoin $btc pic.twitter.com/XQSn17cMMe,13,2
2019-10-31 13:05:56,#Oxford #Women in #Computer #Science Society Collaborates with #Zilliqa to Bring #Diversity to the Forefront of #Blockchain\n\nhttps://www.fintech.finance/01-news/oxford-women-in-computer-science-society-collaborates-with-zilliqa-to-bring-diversity-to-the-forefront-of-blockchain/ \xe2\x80\xa6\n\n#zil #bitcoin #btc #eth #ethereum #xrp #ripple #bch #ltc #eos #xlm #stellar #ada #cardano #xmr #tron #trx #dash #iota #bnb #neo,19,1
2019-10-31 23:56:24,Intercontinental Exchange (ICE) CEO Jeffrey Sprecher said all Financial Institutions like major Banks & Brokers are talking to #Bakkt to explore the possibility of adopting #Bitcoin Derivatives\n\nSprecher said #BTC will be a payments method & Digital Gold\nhttps://www.theblockcrypto.com/post/45349/ice-ceo-all-kinds-of-financial-institutions-are-talking-to-bakkt \xe2\x80\xa6,54,16
2019-10-31 22:50:50,Happy Halloween Cash App!  $cindicoin #CashAppHalloween #bitcoin #btc #cashless #halloween2019 https://twitter.com/CashApp/status/1189936259038351360 \xe2\x80\xa6pic.twitter.com/zlM6fVmNqY,3,0
2019-10-31 22:20:57,#bitcoin $btc\n\nWhat does the next year hold for Bitcoin?  \nPrice? Adoption? Use Cases? pic.twitter.com/tOiMuhuY5V,16,5
2019-10-31 21:19:21,$CLOAK is now online and listed on Coinvex!\n https://coinvex.org/market/BTC-CLOAK \xe2\x80\xa6 \n\n#exchange #cloakcoin #bitcoin $BTC pic.twitter.com/jPbl9QPrJk,30,16
2019-10-31 15:37:45,"Giving away 20,000 EFIN to 20 lucky winners(1000efin each)\n\n1. Follow @CryptoTweetsO\n2. Like and Retweet\n3. Comment and tag your friends\n\nWinners will be announced on 31.10.2019\n@efinexchange @tokenpay @TpaySoldiers\n#bitcoin #cryptocurrency #crypto #btc #dex #efin #XVG #ltc #XRPpic.twitter.com/xV3hCagATa",39,35
2019-10-31 23:25:33,Monthly close in 30mins. Expect some volatility folks! #bitcoin $BTC pic.twitter.com/th5NLSatUQ,27,1
2019-10-31 19:19:38,#OceanEx & #VeChain panel discussion at #SFBW \n\n$VET $OCE #bitcoin $BTC $BCH\n#SFBW19https://twitter.com/richie_fallclis/status/1189978400351555585 \xe2\x80\xa6,26,6
2019-10-31 23:18:04,Still think #Bitcoin #btc will die?\nThink again\n\nChina \xe2\x80\x98colonising smaller countries by lending them massive amounts of money they can never repay in bid for world domination\xe2\x80\x99\n\nhttps://www.thesun.co.uk/news/7037663/china-colonising-smaller-countries-by-lending-them-massive-amounts-of-money-they-can-never-repay-in-bid-for-world-domination/ \xe2\x80\xa6,9,5
2019-10-31 23:14:19,Be one of the very first to try out the beta test of Crypto Leagues! - Read more on https://tinyurl.com/cryptoleagues  and join our Telegram for the link - https://t.me/CryptoLeagues  #cryptocurrency #trading #games #bitcoin #btc #ethereum #eth #crypto #xrb #cryptocurrencynews #altcoins,5,3
2019-10-31 18:13:54,The #Bitcoin #BTC pumpkin  is real!   Happy Halloween  pic.twitter.com/OPr2FlN74M,2,0
2019-10-31 14:11:17,What crypto needs for mass #adoption. @maqstik #Zilliqa\n\nhttps://decrypt.co/10896/what-crypto-needs-for-mass-adoption-industry-leaders-explain \xe2\x80\xa6\n\n$zil #zil #bitcoin #btc #eth #ethereum #xrp #ripple #bch #ltc #eos #xlm #stellar #ada #cardano #xmr #tron #trx #dash #iota #bnb #neo #etc #xem #xtc #zec #vet #mkr #omg #zrx #qtum #dcr #ont #bat #lsk,14,0
2019-10-31 23:36:00,#bitcoin $btc $bitcoin #BTCUSD #BTC \n\nBitcoin about to print new monthly candle which  shows we are about to get high. stay sitted. pic.twitter.com/vlPoPsKDMU,0,0
2019-10-31 23:29:24,"1 Bitcoin ( #BTC )\nDollar: 9150.08$ \n\n1 Bitcoin Cash ( #BCH )\nDollar: 2,83.23$ \n\n1 Ethereum ( #ETH )\nDollar: 181.94$ \n\n1 Ripple ( #XRP )\nDollar: 0.29444$ \n\nDate: 31 Oct 2019 23:29\n\n#Bitcoin #Ethereum #cryptocurrency #crypto #altcoin #Blockchain #Ripple",1,1
2019-10-31 22:15:51,"So this dude thinks that people will use $BTC to buy stuff? LMAO. \n\nHmmm, would Laszlo Hanyecz a.k.a. the bitcoin pizza guy buy those pizzas again if he was able to turn back time?  \n\n#CRYPTO #BITCOIN #BTC https://twitter.com/coindesk/status/1190025804908040200 \xe2\x80\xa6",3,0
2019-10-31 22:00:01,"Bitcoin - BTC\nPrice: $9,190.33\nChange in 1h: -0.09%\nMarket cap: $165,636,795,098.00\nRanking: 1\n#Bitcoin #BTC",0,0
