date,text,likes,retweets
2019-05-21 22:32:04,90 minutes until we get some fireworks on #Bitcoin. \n\nExpecting this daily closing to be pretty wild for alts and $BTC. pic.twitter.com/0bXZre3qw8,143,25
2019-05-21 22:49:44,"Economics is not hard (empirical) science. Neither is money. Both are belief systems. \n\nEnter #Bitcoin.  \n\nBTC\xe2\x80\x99s set coin emission rate, and other characteristics, are \xe2\x80\x98predictable\xe2\x80\x99/empirical per the protocol. \n\nBTC is empirical money, *without need* of a belief system.",106,21
2019-05-21 14:52:38,we just need one  proof:\n\nJUST MOOVE THE FUCKING COIN \n\nif you can\'t it\'s not you !!!\n\nit\'s so simple...\n\n#craigwright #satoshi #bitcoin #bitcoinsv #btc #blockchain #haveabag #btcsv #bch #xrp pic.twitter.com/ecJDqjVM2W,185,31
2019-05-21 22:23:49,#Bitcoin is ready for another breakout! $BTC #BULLISH #Cryptocurrency pic.twitter.com/uoQwaKkfW0,131,33
2019-05-21 18:53:06, BREAKING: Craig Wright has filed copyright registrations for the original Satoshi white paper and bitcoin code with the U.S. Copyright Office. #Bitcoin #Blockchain #Cryptocurrency #BTC http://bit.ly/2M0XbjC ,6,4
2019-05-21 19:16:15,BECAUSE WE\'RE DIFFERENT. SOLUTIONS THAT CRESIO OFFERS.\nhttps://cresio.io  \n\n#btc #bitcoin #cresio #cres #trade #trading #signals #airdrop #bounty #ethereum #xrp #ripple #multiexchange #exchange #cryptocurrency #ico #blockchain #investor #profit #crypto #invest #investorpic.twitter.com/ORJHSY3v7j,41,34
2019-05-21 20:45:33,DECEMBER 2018 - - Panic & Fear: \xe2\x80\x9cBTC is going to $1k!\xe2\x80\x9d \n\nMAY 2019 - - Euphoria & Unrealistic Expectations: \xe2\x80\x9cBTC is going to $100k end of year!\xe2\x80\x9d \n\nYou really gotta love crypto\n\n#Bitcoin #BTC,160,20
2019-05-21 17:40:33,"***** 10k Cappasity (CAPP) Sponsored Giveaway!! *****\n\nThis is huge guys, CAPP has amazing VR / AR tech for Business!\n\nTo enter follow @cappasity & @RealYirmyahFox, Retweet & Tag 5 Friends Below.\n\nEnds 5/28\n\n#crypto #CryptoNewsZ #fintech #BITCOIN #btc #ada #neo #bnb #freetokenspic.twitter.com/ajSyC7bGPT",98,103
2019-05-21 20:51:16,"When in doubt, zoom out #Bitcoin $BTC #BitcoinChartspic.twitter.com/tNbqtyNVoX",79,14
2019-05-21 20:26:09,"Where is #Bitcoin #btc, #crypto #market heading to now ?\n\n#Bitball #btb #bitballTreasure #btrs",8,4
