date,text,likes,retweets
2019-08-24 19:49:42,"#bitcoin halving chart update: 9 months to go!\n\n2012 halving: t-9 BTC $5 -> t=0 $12\n2016 halving: t-9 BTC $314 -> t=0 $627\n2020 halving: t-9 BTC $10,100 -> t=0 $... pic.twitter.com/E1LKwAk4hE",1196,399
2019-08-24 11:26:37,Huge Airdrop Of 50 Synchrobit (SNB)\n\nLike+Retweet With ETH Address\n\nEvery One Who Retweet Get 100 Holo (HOT) Coins\n\nJoin Airdrop:https://buff.ly/2KJJMtt \n\n#airdrop #bounty #freecoin #bitcoin #cryptocurrency #btc #crypto #Ethereum #BTC #synchrobitpic.twitter.com/puWaqpXAda,454,351
2019-08-24 19:03:21,Create your own OK Store! \nOkcash is now integrated into Cryptocurrency Checkout.\nhttps://medium.com/p/create-your-own-ok-store-okcash-is-now-integrated-into-cryptocurrency-checkout-63a523275cc \xe2\x80\xa6\n#Bitcoin #Okcash #okfam #Crypto $BTC $OK $Crypto #cryptocurrency #payments #donations #integration #commerce,68,47
2019-08-24 17:14:09,"Check out my new blog post:\n\n""Is Bitcoin in a Bull Market or a Bear Market?""\n\nhttps://medium.com/@rektcapital/is-bitcoin-in-a-bull-market-or-a-bear-market-dad0ade6627a \xe2\x80\xa6\n\n$BTC #Bitcoin #Crypto",119,36
2019-08-24 14:01:05,"Check out our latest blog post! In case you missed it.                                      \n\n""Apollo 2020: National Currency Initiative"" \n                    \nhttps://medium.com/@apollocurrency/apollo-2020-national-currency-initiative-58e819eafab5 \xe2\x80\xa6\n\n#apl #bitcoin #cryptocurrency #btc #blockchain #2020Vision",95,47
2019-08-24 22:26:53,"$BTC #BITCOIN\n\nHistory repeats almost every time in marketcycles due to the human psychology. \n\nNormally I don\'t see a drop happening to $6,000 or so, just a minor one to hit the 100 weekly MA for confirmation bullish uptrend + sideways months.\n\n$BTC needs to lose 100MA on daily. pic.twitter.com/L6oKbOxsdA",78,20
2019-08-24 10:56:43,Drum roll... and... no it isn\'t! \n\nIs Bitcoin\'s Lightning Network Secure Enough to Use? https://bitsonline.com/lightning-network-secure/ \xe2\x80\xa6 \nvia @jefffawkes @bitsonlinecom #Bitcoin #BTC,15,7
2019-08-24 16:46:59, Poll for @Trezor users \nHave you used your #Trezor with the #ShapeShift Platform? We want to know what you think! \n\n#crypto #bitcoin #BTC #ETH #SaturdayThoughts,13,5
2019-08-24 08:31:20,What\'s the matter with falling wedges in this alts market ??\n\n#XRP #ETH #TRX #ALTSEASON #altcoin #alts #cryptocurrency #crypto #bitcoin #BTC #cryptotrading\n#cryptocurrenciespic.twitter.com/O2aPiNDfzC,24,8
2019-08-24 12:36:33,An Introduction to @MatrixAINetwork $MAN \n\nPlease read it and then think & compare to other #crypto projects \n\nhttps://medium.com/@matrixainetwork/an-introduction-to-the-matrix-ai-network-14d56179a57c \xe2\x80\xa6\n\nTG: http://t.me/matrixainetwork \n\n#AI+#blockchain #cryptocurrencies #ALTSEASON #bitcoin $BTC #DeepLearning #ethereum $ETH #Masternodes,34,14
2019-08-24 13:49:56,"what can I say?\n\nwhen you are good , you are good \n\n#bitcoin $btc #crypto pic.twitter.com/0h90d8V323",9,0
2019-08-24 12:55:07,Jaipur escorts  https://www.teasefun.com/blog/Jaipur-escorts- \xe2\x80\xa6 #paypig #findom #bitcoin #btc teasing secretaries,3,0
2019-08-24 10:58:05,CryptoDezireCash TWITTER #GIVEAWAY\n WIN 25 CDZC\n\nRULES\n Like and Retweet this post\n Mention 3 friends in comments\n Follow @cryptodezire\n\n5 random winners will be notified and win 5 CDZC each!\nWinners will be drawn in 48 hours\n#CDZC #blockchain #bitcoin #btc #crypto pic.twitter.com/nfYi3W7QSm,114,101
2019-08-24 17:15:03,The Serious Money Is Warming to Bitcoin\n\n#crypto #bitcoin #btc https://www.wired.com/story/serious-money-warming-bitcoin/ \xe2\x80\xa6,2,0
2019-08-24 23:42:00,The Crypto King of MC Capital Ventures \xe2\x80\x94 PALNet\n\n@I_AmCrypto_King @MCCapitalV https://www.palnet.io/art/@jenina619/the-crypto-king-of-mc-capital-ventures-jrdfurrq \xe2\x80\xa6\n#palnet #steem #crypto #cryptocurrency #bitcoin #btc #cryptoart #cryptotwitter #artpic.twitter.com/Wr5PH8RjgC,10,3
2019-08-24 20:58:00,"Tough times for Ripple over the year. Where Bitcoin and some other altcoins have are up in 2019, XRP seems to have bucked that trend. Potential causes?  \n\nhttps://www.bloomberg.com/news/articles/2019-08-23/third-biggest-cryptocurrency-barely-causes-a-ripple-amid-rally \xe2\x80\xa6 #Bitcoin $BTC #crypto #Ripple $XRP #Ethereum $ETH",3,0
2019-08-24 11:45:41,List your crypto related domain names below with prices. #donains #domainnames #bitcoin #btc https://twitter.com/Rhythmtrader/status/1164978850297761792 \xe2\x80\xa6,17,3
2019-08-24 23:37:00,"Funny that. Jamie Dimon continually rails against Bitcoin and crypto. Yet, behind closed doors, his bank is engaged in wide-scale manipulation in commodity futures markets  \n\nhttps://www.cnbc.com/2019/08/20/another-ex-jp-morgan-precious-metals-trader-pleads-guilty-to-spoofing.html \xe2\x80\xa6 #Jpmorgan #crypto #bitcoin $BTC #trading #FBI #manipulation",4,2
2019-08-24 16:04:59,How Millennials Are Impacting The Cryptocurrency Revolution https://www.leanstartuplife.com/2019/08/millennials-cryptocurrency-revolution-bitcoin-use.html \xe2\x80\xa6  /  #Millennials #Crypto #Bitcoin #BTC #Cryptocurrency #Bitcoins #CryptoWorldpic.twitter.com/ggslCDvxrk,7,3
2019-08-24 23:37:57,Should @Blockstream add #litecoin to green wallet? \n\nLet\xe2\x80\x99s get 500 votes!\n\nGreen Wallet https://apps.apple.com/us/app/blockstream-green-wallet/id1402243590 \xe2\x80\xa6\n\nPlease vote & retweet\n\n@Multicripto @Excellion @SatoshiLite @johnkim77 @APompliano @jonnylitecoin @bensemchee @cryptorecruitr \n\n#ltc #litecoin #bitcoin #btc,12,14
2019-08-24 20:17:57,"Its Saturday . Not much going on, so I opted to post a new Medium article. Your input and feedback is always valued.  #Bitcoin #Decred $BTC $DCRhttps://medium.com/@imagnusholdings/sov-and-the-four-turnings-c1ba7220b7ac \xe2\x80\xa6",18,2
2019-08-24 14:49:58,"""suBmiT tO tHe TrEnD""\n$btc #bitcoin #btc #crypto pic.twitter.com/JEfZXj0qKj",1,0
2019-08-24 13:40:26,Hello #bitcoin #btc https://youtu.be/quiFOrzU59U ,16,3
