date,text,likes,retweets
2019-10-19 20:34:28,"BitMEX $BTC Whale:\n$10,000,000 worth of #Bitcoin bought at $7,925.38 20:34:26 2019/10/19\n|  So scared right now",156,30
2019-10-19 22:41:58,"300000 $TRXTW #Crypto\n#Giveaway \n\n3 PEOPLE GET 300000  #TRXTW (100000 each)\n\nSteps:\n\nFollow, Like & Retweet my last 3 Tweets\n\n@ 4 Friends & $TRX address\n\nUse a # (like #TRX)\n\nWinners Announcing in a few days\n\nGood Luck\n\n#Bitcoin #Blockchain #Cryptocurrency $BTC pic.twitter.com/hgCRC85vDa",98,83
2019-10-19 10:40:26,#Zilliqa\xe2\x80\x99s #Sharding Technique Driving #Blockchain Platforms to the #Future\n\nhttps://www.asiablockchainreview.com/zilliqas-sharding-technique-driving-blockchain-platforms-to-the-future/ \xe2\x80\xa6\n\n#zil #bitcoin #btc #eth #ethereum #xrp #ripple #bch #ltc #eos #xlm #stellar #ada #cardano #xmr #tron #trx #dash #iota #bnb #neo #etc #xem #xtc #zec #vet #mkr #omg #qtum #ont #bat,25,3
2019-10-19 13:40:15,$BTC #BITCOIN\n\nHolding up so far here. \n\nLooks like continuation of the ranging to me. pic.twitter.com/jWb51wk5BE,53,5
2019-10-19 14:47:07,"I want to tell stories of Bitcoin\'s earliest days. I\'m talking about the heists, the feuds, the dark and shady practices. First I need an audience. 200,000 sats to one person that likes this, retweets and follows me in the next 5 hours. #giveaway #bitcoin #bitcoingiveaway $BTC",27,7
2019-10-19 16:07:30,"I never get tired of watching the #Bitcoin logo on Watford\'s jersey, with Premier League being broadcasted in 212 countries and to 4.7 Billion people.\n\nThe Bitcoin era is here. It\'s happening right in front of our eyes. Buy Bitcoin! $BTC #Crypto pic.twitter.com/Gp447MnJhs",109,20
2019-10-19 16:10:36,"Just published our interview with snide hipster that hates everyone, @davidgerard. Check out why he thinks Bitcoin is ""Hilarious Trash"". https://www.keyword-crypto.com/e/david-gerard/  @jj_byron #keywordcrypto #bitcoin #btc #cryptocurrency",9,6
2019-10-19 17:31:35,Can you name the state in the United States that will become the second biggest for bitcoin farming in 2020? \n\nI can. We are building it from zero... \n\n#bitcoin #btc $BTC pic.twitter.com/tULLGZkiTH,24,4
2019-10-19 21:09:29,  ANOTHER $1000+ BITCOIN MOVE COMING THIS WEEK? #Steem #Steemit #Bitcoin $BTC https://steemit.com/charlesfuchs/@stackin/another-usd1000-bitcoin-move-coming-this-week \xe2\x80\xa6,25,8
2019-10-19 15:30:30,"Apollo Facts\nA dose of Apollo facts you did and didn\'t know!\n\nApollo fact #73\nOn the 8th of June 2018, Apollo burned more than 8.8 Billion coins, permanently removing them from circulation.\n\n#apl #bitcoin #btc #cryptocurrency #CoinBurnpic.twitter.com/N1dvy6Eyan",102,36
2019-10-19 23:37:37,"#BTC April 2020 is expected to flag another hope with the Bitcoin halving event that Bitcoin (BTC) mining prizes will split, hopefully, expected to create a his...Read more: https://webnow.company/news/would-bitcoin-halving-2020-boost-btc-market-cap-to-trillions \xe2\x80\xa6",2,0
2019-10-19 11:32:56,Less than 3M #bitcoin $btc \n\nhttps://statoshi.info/dashboard/db/unspent-transaction-output-set?panelId=7&fullscreen \xe2\x80\xa6pic.twitter.com/vNK074WhOb,5,0
2019-10-19 18:23:42,Who will love to visit Abuja https://www.teasefun.com/blog/Who-will-love-to-visit-Abuja \xe2\x80\xa6 #paypig #findom #bitcoin #btc teasing secretaries,1,0
2019-10-19 22:05:42,Make sure your hands are strong enough to buy up them dips  #Bitcoin $btc #ALTSEASONpic.twitter.com/thEdzbUGas,22,3
2019-10-19 16:13:31,Bought a new sweatshirt! \n\n#BuyBitcoin #Bitcoin #BTC #cryptocurrency pic.twitter.com/Die82Q25bO,7,0
2019-10-19 21:01:25,"Warning, don\'t run on the stairs.\n\nThank you! \n\n#CRYPTO #BITCOIN $BTC pic.twitter.com/84AVjQizVg",5,0
2019-10-19 22:14:45,Billionaire Investor Peter Thiel Is Doubling Down On Bitcoin\xe2\x80\x94Here\xe2\x80\x99s Why https://buff.ly/32vmRbD  #Bitcoin #BTC Sign up for a free Birnance account > https://buff.ly/2PWivc1 pic.twitter.com/MNxmWqJTmH,1,0
2019-10-19 14:57:57,"#Agust\xc3\xadnCarstens, the head of the Bank for International Settlements (#BIS) on the future of cryptocurrencies... \n""My message to young people: stop trying to create money"" Lol\n#Bitcoin $BTC $crypto\nhttps://www.bis.org/speeches/sp180704a.htm \xe2\x80\xa6pic.twitter.com/dRVBSjmRO8",3,2
2019-10-19 23:23:47,Digital Currencys are unstopable !!!  #ripple #XRP #Bitcoin #btc #Ether #ethereum #crypto #cryptocurrency #money #icohttps://finance.yahoo.com/news/t-customer-lawsuit-alleges-employee-202931897.html \xe2\x80\xa6,1,0
2019-10-19 18:54:04,Major Africa Initiative announcement coming the first week of November!\n\nWhat\'s Next? #apollonauts\n\n#apl #bitcoin #cryptocurrency #btc #ApolloAfricapic.twitter.com/GqD4M2Qxsd,20,12
